Sample,Sample_Details,Species,Species_Details,Abbr,Abbr_Details,Name,Name_Details,Name_Details_Gene,Cell_Type,Gene,Rep,qPCR_Sample_Name,qPCR_Name,qPCR_Date,qPCR_Researcher,CT,qPCR_Efficiency,Control_Ct_Mean_GAPDH_iPSC,EdeltadeltaCt_GAPDH_iPSC,Control_Ct_Mean_GAPDH_MSC,EdeltadeltaCt_GAPDH_MSC,Control_Ct_Mean_GUSB_iPSC,EdeltadeltaCt_GUSB_iPSC,Control_Ct_Mean_GUSB_MSC,EdeltadeltaCt_GUSB_MSC,Control_Ct_Mean_GAPDHandGUSB_iPSC,EdeltadeltaCt_GAPDHandGUSB_iPSC,Control_Ct_Mean_GAPDHandGUSB_MSC,EdeltadeltaCt_GAPDHandGUSB_MSC
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - SOX17,MSC,SOX17,3,C1Mr1,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - SOX17,Adipogenic,SOX17,1,C1Ar2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,35.6004715,1.84,32.26859538,0.58038523,35.38127899,9.3441409,32.26859538,0.10392341,35.38127899,0.4359184,32.26859538,0.25802052,35.38127899,2.2012128
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - SOX17,Adipogenic,SOX17,2,C1Ar2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,35.32025146,1.84,32.26859538,0.28239714,35.38127899,4.54656415,32.26859538,0.06033792,35.38127899,0.25309419,32.26859538,0.1360386,35.38127899,1.16056629
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - SOX17,Adipogenic,SOX17,3,C1Ar2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - SOX17,Chondrogenic,SOX17,1,C1Cr2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,35.49720001,1.84,32.26859538,0.32656826,35.38127899,5.2577144,32.26859538,0.89923883,35.38127899,3.77195811,32.26859538,0.5300948,35.38127899,4.52232042
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - SOX17,Chondrogenic,SOX17,2,C1Cr2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - SOX17,Chondrogenic,SOX17,3,C1Cr2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - SOX17,Osteogenic,SOX17,1,C1Or2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,35.42595673,1.84,32.26859538,1.11937294,35.38127899,18.021786,32.26859538,0.13251819,35.38127899,0.5558624,32.26859538,0.40978693,35.38127899,3.49595542
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - SOX17,Osteogenic,SOX17,2,C1Or2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - SOX17,Osteogenic,SOX17,3,C1Or2,study-collection-qPCR-C1r - plate1,10/30/2020,Emilie Briscoe,Undetermined,1.84,32.26859538,,35.38127899,,32.26859538,,35.38127899,,32.26859538,,35.38127899,
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - SOX17,iPSC,SOX17,1,C2I2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,25.28547478,1.88,24.77365176,2.08458384,35.70714696,675.651596,24.77365176,0.97292061,35.70714696,878.3651815,24.77365176,1.39668095,35.70714696,776.7225645
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - SOX17,iPSC,SOX17,2,C2I2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,24.56423759,1.88,24.77365176,0.63637692,35.70714696,206.2613507,24.77365176,0.90823612,35.70714696,819.9671991,24.77365176,0.76686359,35.70714696,426.4683747
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - SOX17,iPSC,SOX17,3,C2I2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,24.4712429,1.88,24.77365176,0.7538175,35.70714696,244.3259823,24.77365176,1.13168048,35.70714696,1021.69563,24.77365176,0.93365123,35.70714696,519.2223592
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - SOX17,MSC,SOX17,1,C2M2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,34.82397842,1.88,24.77365176,0.00910353,35.70714696,2.95061868,24.77365176,0.00275772,35.70714696,2.4897086,24.77365176,0.00485924,35.70714696,2.70232198
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - SOX17,MSC,SOX17,2,C2M2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,35.32566452,1.88,24.77365176,0.00236916,35.70714696,0.76788658,24.77365176,0.00133666,35.70714696,1.20675625,24.77365176,0.00175207,35.70714696,0.97436232
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - SOX17,MSC,SOX17,3,C2M2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,36.97179794,1.88,24.77365176,0.00136172,35.70714696,0.44135681,24.77365176,0.00036867,35.70714696,0.33283725,24.77365176,0.00068293,35.70714696,0.37978904
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - SOX17,Adipogenic,SOX17,1,C2A2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,37.40912628,1.88,24.77365176,0.00202374,35.70714696,0.65592971,24.77365176,0.00022784,35.70714696,0.2056972,24.77365176,0.00063836,35.70714696,0.35500753
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - SOX17,Adipogenic,SOX17,2,C2A2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,Undetermined,1.88,24.77365176,,35.70714696,,24.77365176,,35.70714696,,24.77365176,,35.70714696,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - SOX17,Adipogenic,SOX17,3,C2A2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,Undetermined,1.88,24.77365176,,35.70714696,,24.77365176,,35.70714696,,24.77365176,,35.70714696,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C2,C2 Chondrogenic,C3647,C3647 Chondrogenic,C3647 Chondrogenic - SOX17,Chondrogenic,SOX17,1,C2C2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,36.86196899,1.88,24.77365176,0.00951518,35.70714696,3.08404313,24.77365176,0.00089563,35.70714696,0.80858706,24.77365176,0.00274411,35.70714696,1.52605357
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C2,C2 Chondrogenic,C3647,C3647 Chondrogenic,C3647 Chondrogenic - SOX17,Chondrogenic,SOX17,2,C2C2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,Undetermined,1.88,24.77365176,,35.70714696,,24.77365176,,35.70714696,,24.77365176,,35.70714696,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C2,C2 Chondrogenic,C3647,C3647 Chondrogenic,C3647 Chondrogenic - SOX17,Chondrogenic,SOX17,3,C2C2,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,Undetermined,1.88,24.77365176,,35.70714696,,24.77365176,,35.70714696,,24.77365176,,35.70714696,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C2,C2 Osteogenic,C3647,C3647 Osteogenic,C3647 Osteogenic - SOX17,Osteogenic,SOX17,1,C2O1,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,35.38117981,1.88,24.77365176,0.0175776,35.70714696,5.69722175,24.77365176,0.00169503,35.70714696,1.53029256,24.77365176,0.0051273,35.70714696,2.85139292
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C2,C2 Osteogenic,C3647,C3647 Osteogenic,C3647 Osteogenic - SOX17,Osteogenic,SOX17,2,C2O1,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,35.53000259,1.88,24.77365176,0.01177043,35.70714696,3.81501069,24.77365176,0.00078246,35.70714696,0.70641852,24.77365176,0.0028129,35.70714696,1.56431035
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C2,C2 Osteogenic,C3647,C3647 Osteogenic,C3647 Osteogenic - SOX17,Osteogenic,SOX17,3,C2O1,study-collection-qPCR-C2 - plate1,8/12/2020,Emilie Briscoe,36.03160095,1.88,24.77365176,0.00659282,35.70714696,2.13685409,24.77365176,0.00049539,35.70714696,0.44724681,24.77365176,0.00167959,35.70714696,0.93405555
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C3,C3 iPSC,C3649,C3649 iPSC,C3649 iPSC - SOX17,iPSC,SOX17,1,C3I2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,31.80529594,1.94,31.55137444,1.02656769,33.16535823,1.39977572,31.55137444,1.01597568,33.16535823,1.05875121,31.55137444,1.02126228,33.16535823,1.2133323
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C3,C3 iPSC,C3649,C3649 iPSC,C3649 iPSC - SOX17,iPSC,SOX17,2,C3I2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,31.49402237,1.94,31.55137444,1.16945871,33.16535823,1.59461469,31.55137444,0.95314106,33.16535823,0.99327107,31.55137444,1.05353433,33.16535823,1.25167381
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C3,C3 iPSC,C3649,C3649 iPSC,C3649 iPSC - SOX17,iPSC,SOX17,3,C3I2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,31.35480499,1.94,31.55137444,0.83296647,33.16535823,1.1357909,31.55137444,1.03266512,33.16535823,1.07614332,31.55137444,0.92942429,33.16535823,1.10422223
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C3,C3 MSC,C3649,C3649 MSC,C3649 MSC - SOX17,MSC,SOX17,1,C3M2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,34.47552109,1.94,31.55137444,0.52008194,33.16535823,0.7091574,31.55137444,0.42915568,33.16535823,0.44722439,31.55137444,0.47182223,33.16535823,0.56055841
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C3,C3 MSC,C3649,C3649 MSC,C3649 MSC - SOX17,MSC,SOX17,2,C3M2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,32.61872482,1.94,31.55137444,0.97531088,33.16535823,1.32988454,31.55137444,1.36197937,33.16535823,1.41932266,31.55137444,1.15714743,33.16535823,1.37477354
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C3,C3 MSC,C3649,C3649 MSC,C3649 MSC - SOX17,MSC,SOX17,3,C3M2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,32.40182877,1.94,31.55137444,0.77762919,33.16535823,1.06033579,31.55137444,1.51175975,33.16535823,1.57540923,31.55137444,1.09220835,33.16535823,1.29762129
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C3,C3 Adipogenic,C3649,C3649 Adipogenic,C3649 Adipogenic - SOX17,Adipogenic,SOX17,1,C3A2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,38.11460876,1.94,31.55137444,0.01514389,33.16535823,0.02064944,31.55137444,0.01134535,33.16535823,0.01182302,31.55137444,0.01306831,33.16535823,0.01552608
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C3,C3 Adipogenic,C3649,C3649 Adipogenic,C3649 Adipogenic - SOX17,Adipogenic,SOX17,2,C3A2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,36.97514725,1.94,31.55137444,0.02215514,33.16535823,0.03020963,31.55137444,0.01196838,33.16535823,0.01247228,31.55137444,0.01617435,33.16535823,0.01921628
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C3,C3 Adipogenic,C3649,C3649 Adipogenic,C3649 Adipogenic - SOX17,Adipogenic,SOX17,3,C3A2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,Undetermined,1.94,31.55137444,,33.16535823,,31.55137444,,33.16535823,,31.55137444,,33.16535823,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C3,C3 Chondrogenic,C3649,C3649 Chondrogenic,C3649 Chondrogenic - SOX17,Chondrogenic,SOX17,1,C3C2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,38.4724617,1.94,31.55137444,0.04014583,33.16535823,0.05474082,31.55137444,0.00583324,33.16535823,0.00607884,31.55137444,0.01500161,33.16535823,0.01782298
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C3,C3 Chondrogenic,C3649,C3649 Chondrogenic,C3649 Chondrogenic - SOX17,Chondrogenic,SOX17,2,C3C2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,38.57299805,1.94,31.55137444,0.031001,33.16535823,0.04227139,31.55137444,0.00322515,33.16535823,0.00336094,31.55137444,0.00976606,33.16535823,0.01160278
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C3,C3 Chondrogenic,C3649,C3649 Chondrogenic,C3649 Chondrogenic - SOX17,Chondrogenic,SOX17,3,C3C2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,39.37014008,1.94,31.55137444,0.0168996,33.16535823,0.02304344,31.55137444,0.0021428,33.16535823,0.00223302,31.55137444,0.00588962,33.16535823,0.00699728
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C3,C3 Osteogenic,C3649,C3649 Osteogenic,C3649 Osteogenic - SOX17,Osteogenic,SOX17,1,C3O2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,34.56893158,1.94,31.55137444,0.93943267,33.16535823,1.28096283,31.55137444,0.21340882,33.16535823,0.22239395,31.55137444,0.44119709,33.16535823,0.52417356
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C3,C3 Osteogenic,C3649,C3649 Osteogenic,C3649 Osteogenic - SOX17,Osteogenic,SOX17,2,C3O2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,33.72035599,1.94,31.55137444,0.88556911,33.16535823,1.20751721,31.55137444,0.22661924,33.16535823,0.23616057,31.55137444,0.44182265,33.16535823,0.52491677
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C3,C3 Osteogenic,C3649,C3649 Osteogenic,C3649 Osteogenic - SOX17,Osteogenic,SOX17,3,C3O2,study-collection-qPCR-C3 - plate1,9/1/2020,Emilie Briscoe,33.83368683,1.94,31.55137444,1.03568958,33.16535823,1.41221388,31.55137444,0.29852824,33.16535823,0.31109715,31.55137444,0.54917434,33.16535823,0.65245821
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C4,C4 iPSC,C40210,C40210 iPSC,C40210 iPSC - SOX17,iPSC,SOX17,1,C4I2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,32.83840561,2.15,32.41917292,1.1417232,32.40782356,4.98952889,32.41917292,1.04151603,32.40782356,1.37111714,32.41917292,1.08953831,32.40782356,2.57231331
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C4,C4 iPSC,C40210,C40210 iPSC,C40210 iPSC - SOX17,iPSC,SOX17,2,C4I2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,32.75722885,2.15,32.41917292,0.68473218,32.40782356,2.99239868,32.41917292,0.720561,32.40782356,0.94859177,32.41917292,0.70284873,32.40782356,1.65936995
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C4,C4 iPSC,C40210,C40210 iPSC,C40210 iPSC - SOX17,iPSC,SOX17,3,C4I2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,31.66188431,2.15,32.41917292,1.27914104,32.40782356,5.5900687,32.41917292,1.33248796,32.40782356,1.75417087,32.41917292,1.30585702,32.40782356,3.08302458
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C4,C4 MSC,C40210,C40210 MSC,C40210 MSC - SOX17,MSC,SOX17,1,C4M2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,33.10975266,2.15,32.41917292,0.15838847,32.40782356,0.69218515,32.41917292,0.61010701,32.40782356,0.8031832,32.41917292,0.31655585,32.40782356,0.74736318
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C4,C4 MSC,C40210,C40210 MSC,C40210 MSC - SOX17,MSC,SOX17,2,C4M2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,31.66543007,2.15,32.41917292,0.34815646,32.40782356,1.52150427,32.41917292,1.10850953,32.40782356,1.4593116,32.41917292,0.63066506,32.40782356,1.48895006
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C4,C4 MSC,C40210,C40210 MSC,C40210 MSC - SOX17,MSC,SOX17,3,C4M2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,32.44828796,2.15,32.41917292,0.21727304,32.40782356,0.94952094,32.41917292,0.64808019,32.40782356,0.85317348,32.41917292,0.38063333,32.40782356,0.89864502
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C4,C4 Adipogenic,C40210,C40210 Adipogenic,C40210 Adipogenic - SOX17,Adipogenic,SOX17,1,C4A2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,34.79412842,2.15,32.41917292,0.53931299,32.40782356,2.35689151,32.41917292,0.19233278,32.40782356,0.25319895,32.41917292,0.3176929,32.40782356,0.75004768
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C4,C4 Adipogenic,C40210,C40210 Adipogenic,C40210 Adipogenic - SOX17,Adipogenic,SOX17,2,C4A2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,35.9084816,2.15,32.41917292,0.16941295,32.40782356,0.74036402,32.41917292,0.08700061,32.40782356,0.11453307,32.41917292,0.12035109,32.40782356,0.28413936
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C4,C4 Adipogenic,C40210,C40210 Adipogenic,C40210 Adipogenic - SOX17,Adipogenic,SOX17,3,C4A2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,Undetermined,2.15,32.41917292,,32.40782356,,32.41917292,,32.40782356,,32.41917292,,32.40782356,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C4,C4 Chondrogenic,C40210,C40210 Chondrogenic,C40210 Chondrogenic - SOX17,Chondrogenic,SOX17,1,C4C2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,33.84939575,2.15,32.41917292,4.3241867,32.40782356,18.89744765,32.41917292,0.72873389,32.40782356,0.95935108,32.41917292,1.73460645,32.40782356,4.09526787
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C4,C4 Chondrogenic,C40210,C40210 Chondrogenic,C40210 Chondrogenic - SOX17,Chondrogenic,SOX17,2,C4C2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,34.88467407,2.15,32.41917292,0.94982981,32.40782356,4.1509214,32.41917292,0.24768612,32.40782356,0.32606957,32.41917292,0.47660053,32.40782356,1.12521596
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C4,C4 Chondrogenic,C40210,C40210 Chondrogenic,C40210 Chondrogenic - SOX17,Chondrogenic,SOX17,3,C4C2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,35.48989868,2.15,32.41917292,0.62038306,32.40782356,2.7111818,32.41917292,0.11754302,32.40782356,0.15474102,32.41917292,0.26412915,32.40782356,0.62358791
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C4,C4 Osteogenic,C40210,C40210 Osteogenic,C40210 Osteogenic - SOX17,Osteogenic,SOX17,1,C4O2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,32.87807465,2.15,32.41917292,0.94128754,32.40782356,4.11359021,32.41917292,2.11229849,32.40782356,2.78076245,32.41917292,1.42711088,32.40782356,3.3692953
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C4,C4 Osteogenic,C40210,C40210 Osteogenic,C40210 Osteogenic - SOX17,Osteogenic,SOX17,2,C4O2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,32.57702637,2.15,32.41917292,1.17130852,32.40782356,5.11882184,32.41917292,1.05971177,32.40782356,1.39507116,32.41917292,1.11282516,32.40782356,2.6272917
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C4,C4 Osteogenic,C40210,C40210 Osteogenic,C40210 Osteogenic - SOX17,Osteogenic,SOX17,3,C4O2,study-collection-qPCR-C4 - plate1,9/17/2020,Emilie Briscoe,32.93282318,2.15,32.41917292,0.81808508,32.40782356,3.575174,32.41917292,1.0230438,32.40782356,1.34679914,32.41917292,0.91799654,32.40782356,2.16731682
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C5,C5 iPSC,C40280,C40280 iPSC,C40280 iPSC - SOX17,iPSC,SOX17,1,C5I2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,35.01943207,2.08,33.47613907,0.4708682,33.81425476,0.1518466,33.47613907,0.4026619,33.81425476,0.33950042,33.47613907,0.43382991,33.81425476,0.23500394
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C5,C5 iPSC,C40280,C40280 iPSC,C40280 iPSC - SOX17,iPSC,SOX17,2,C5I2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,33.00164795,2.08,33.47613907,1.24375473,33.81425476,0.40108874,33.47613907,0.98120208,33.81425476,0.82729089,33.47613907,1.08597505,33.81425476,0.58826837
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C5,C5 iPSC,C40280,C40280 iPSC,C40280 iPSC - SOX17,iPSC,SOX17,3,C5I2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,32.40733719,2.08,33.47613907,1.70752037,33.81425476,0.55064489,33.47613907,2.5310516,33.81425476,2.13403128,33.47613907,2.12256335,33.81425476,1.14978415
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C5,C5 MSC,C40280,C40280 MSC,C40280 MSC - SOX17,MSC,SOX17,1,C5M2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,34.22655487,2.08,33.47613907,2.40135222,33.81425476,0.7743933,33.47613907,1.12488856,33.81425476,0.94843873,33.47613907,1.60369786,33.81425476,0.86871677
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C5,C5 MSC,C40280,C40280 MSC,C40280 MSC - SOX17,MSC,SOX17,2,C5M2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,33.40195465,2.08,33.47613907,4.04537553,33.81425476,1.30456152,33.47613907,1.16991159,33.81425476,0.98639946,33.47613907,2.05624823,33.81425476,1.11386151
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C5,C5 MSC,C40280,C40280 MSC,C40280 MSC - SOX17,MSC,SOX17,3,C5M2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,Undetermined,2.08,33.47613907,,33.81425476,,33.47613907,,33.81425476,,33.47613907,,33.81425476,
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C5,C5 Adipogenic,C40280,C40280 Adipogenic,C40280 Adipogenic - SOX17,Adipogenic,SOX17,1,C5A2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,35.22170258,2.08,33.47613907,5.52590141,33.81425476,1.78200473,33.47613907,0.44704846,33.81425476,0.37692452,33.47613907,1.40819235,33.81425476,0.76281221
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C5,C5 Adipogenic,C40280,C40280 Adipogenic,C40280 Adipogenic - SOX17,Adipogenic,SOX17,2,C5A2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,33.99152756,2.08,33.47613907,3.01726846,33.81425476,0.97301531,33.47613907,0.30495659,33.81425476,0.25712115,33.47613907,0.85035263,33.81425476,0.46063265
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C5,C5 Adipogenic,C40280,C40280 Adipogenic,C40280 Adipogenic - SOX17,Adipogenic,SOX17,3,C5A2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,33.93981934,2.08,33.47613907,10.82106674,33.81425476,3.48960119,33.47613907,0.42788047,33.81425476,0.36076321,33.47613907,1.83458706,33.81425476,0.99378853
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C5,C5 Chondrogenic,C40280,C40280 Chondrogenic,C40280 Chondrogenic - SOX17,Chondrogenic,SOX17,1,C5C2,study-collection-qPCR-C5 - plate1,9/30/2020,Emilie Briscoe,34.94685364,2.08,33.47613907,8.96390866,33.81425476,2.8907008,33.47613907,0.7728322,33.81425476,0.65160587,33.47613907,2.37862579,33.81425476,1.28849216
